Recipe_id,Region,Sub_region,Continent,"Carbohydrate, by difference (g)",Energy (kcal),Protein (g),Total lipid (fat) (g)
91733,Caribbean,Rest Caribbean,Latin American,9.3921,104.7796,10.6419,1.2321
91734,Caribbean,Rest Caribbean,Latin American,16.702,350.3274,10.7325,28.815
91735,Caribbean,Rest Caribbean,Latin American,468.6568,4518.0592,50.3946,287.1364
91736,Caribbean,Rest Caribbean,Latin American,83.8143,1554.816,7.1741,138.8519
91737,Caribbean,Rest Caribbean,Latin American,18.191,1091.2034,184.0417,32.4048
91738,Caribbean,Rest Caribbean,Latin American,103.8494,1830.2501,218.6247,60.1855
91739,Caribbean,Rest Caribbean,Latin American,6.6197,77.0818,11.3816,0.3003
91740,Caribbean,Rest Caribbean,Latin American,41.308,2464.8865,37.0507,246.8942
91741,Caribbean,Rest Caribbean,Latin American,158.485,925.8278,23.4077,29.4369
91742,Caribbean,Rest Caribbean,Latin American,15.0733,66.0802,3.3232,0.5555
91743,Caribbean,Rest Caribbean,Latin American,30.295,462.6,12.23,36.227
91744,Caribbean,Rest Caribbean,Latin American,228.071,4418.5712,57.5719,391.3581
91745,Caribbean,Rest Caribbean,Latin American,22.708,1290.8449,149.9013,63.8899
91746,Caribbean,Rest Caribbean,Latin American,128.693,702.8583,48.3857,2.0775
91747,Caribbean,Rest Caribbean,Latin American,38.3314,393.0247,1.8728,30.7756
91748,Caribbean,Rest Caribbean,Latin American,57.5257,236.953,1.9309,0.6183
91749,Caribbean,Rest Caribbean,Latin American,20.6446,499.7017,7.1593,45.2073
91750,Caribbean,Rest Caribbean,Latin American,17.2284,394.3698,48.5401,15.5133
91751,Caribbean,Rest Caribbean,Latin American,61.3974,769.972,16.8942,59.6244
91752,Caribbean,Rest Caribbean,Latin American,343.8476,2345.3286,33.4234,104.5905
91753,Caribbean,Rest Caribbean,Latin American,265.4826,1803.3375,40.1519,78.6149
91754,Caribbean,Rest Caribbean,Latin American,6.087,127.687,1.0614,11.4505
91755,Caribbean,Rest Caribbean,Latin American,514.4831,5146.5442,29.0183,350.6124
91756,Caribbean,Rest Caribbean,Latin American,898.26,6353.9635,65.2607,314.8283
91757,Caribbean,Rest Caribbean,Latin American,18.4223,80.689,2.4412,1.1762
91758,Caribbean,Rest Caribbean,Latin American,640.434,7762.6816,349.329,434.9272
91759,Caribbean,Rest Caribbean,Latin American,84.4431,589.4512,12.1571,28.6455
91760,Caribbean,Rest Caribbean,Latin American,36.2352,157.0808,6.84,0.7965
91761,Caribbean,Rest Caribbean,Latin American,10.7949,1880.911,97.7255,159.9921
91762,Caribbean,Rest Caribbean,Latin American,79.3146,1479.6662,100.0034,88.3724
91763,Caribbean,Rest Caribbean,Latin American,21.7858,699.7482,114.982,17.2217
91764,Caribbean,Rest Caribbean,Latin American,27.5448,129.0365,4.2075,0.1062
91765,Caribbean,Rest Caribbean,Latin American,90.8399,1974.9703,195.7647,91.4012
91766,Caribbean,Rest Caribbean,Latin American,4.2283,25.8187,1.2304,0.8458
91767,Caribbean,Rest Caribbean,Latin American,75.0542,7971.44,9.7697,887.5649
91768,Caribbean,Rest Caribbean,Latin American,16.7845,780.1845,13.4236,74.8594
91769,Caribbean,Rest Caribbean,Latin American,41.3304,178.6033,3.2958,1.3132
91770,Caribbean,Rest Caribbean,Latin American,68.2352,1495.2412,34.9288,131.9518
91771,Caribbean,Rest Caribbean,Latin American,342.8663,2586.7233,40.7783,125.0424
91772,Caribbean,Rest Caribbean,Latin American,201.596,805.98,0,0
91773,Caribbean,Rest Caribbean,Latin American,4.2006,16.3229,0.136,0.0383
91774,Caribbean,Rest Caribbean,Latin American,111.1281,3582.7177,112.7682,296.0897
91775,Caribbean,Rest Caribbean,Latin American,78.6982,566.404,7.4261,28.8478
91776,Caribbean,Rest Caribbean,Latin American,12.2465,648.7676,94.4841,23.7239
91777,Caribbean,Rest Caribbean,Latin American,5.1773,257.078,1.3091,27.6073
91778,Caribbean,Rest Caribbean,Latin American,63.4128,1613.5497,155.9342,79.876
91779,Caribbean,Rest Caribbean,Latin American,41.7285,676.7252,105.7525,8.2504
91780,Caribbean,Rest Caribbean,Latin American,135.0676,1601.1265,157.9214,42.6421
91781,Caribbean,Rest Caribbean,Latin American,54.4628,2296.164,268.4471,109.6888
91782,Caribbean,Rest Caribbean,Latin American,104.3195,1414.0511,184.7498,28.7316
91783,Caribbean,Rest Caribbean,Latin American,1.9333,3258.3613,380.9619,181.527
91784,Caribbean,Rest Caribbean,Latin American,53.1719,1283.9466,24.0781,118.3935
91785,Caribbean,Rest Caribbean,Latin American,638.9805,5778.864,45.2206,360.6644
91786,Caribbean,Rest Caribbean,Latin American,0.703,883.0384,135.4521,33.4811
91787,Caribbean,Rest Caribbean,Latin American,128.5258,1296.97,86.478,51.2173
91788,Caribbean,Rest Caribbean,Latin American,27.3937,2127.6093,123.5264,174.078
91789,Caribbean,Rest Caribbean,Latin American,60.1228,243.4,4.6634,1.6217
91790,Caribbean,Rest Caribbean,Latin American,107.9177,708.822,13.2456,29.8516
91791,Caribbean,Rest Caribbean,Latin American,268.5802,3190.4119,209.2638,146.7634
91792,Caribbean,Rest Caribbean,Latin American,321.7126,2670.9451,186.8621,77.7579
91793,Caribbean,Rest Caribbean,Latin American,16153.472,410457.4,80.936,39087.496
91794,Caribbean,Rest Caribbean,Latin American,341.1012,1831.135,111.6305,8.3842
91795,Caribbean,Rest Caribbean,Latin American,22.2909,714.1068,140.467,3.7685
91796,Caribbean,Rest Caribbean,Latin American,37.4093,152.4892,2.5044,0.8022
91797,Caribbean,Rest Caribbean,Latin American,50.2049,4565.575,94.4377,446.6018
91798,Caribbean,Rest Caribbean,Latin American,401.4603,2011.9327,27.4093,47.8222
91799,Caribbean,Rest Caribbean,Latin American,30.658,2111.536,75.5418,188.0375
91800,Caribbean,Rest Caribbean,Latin American,32.3323,395.7445,5.4702,28.4624
91801,Caribbean,Rest Caribbean,Latin American,0,3818.88,0,432
91802,Caribbean,Rest Caribbean,Latin American,4.6032,366.7259,23.5406,28.8047
91803,Caribbean,Rest Caribbean,Latin American,202.6204,1654.1618,167.6032,20.6292
91804,Caribbean,Rest Caribbean,Latin American,167.099,1975.1655,178.1983,57.7607
91805,Caribbean,Rest Caribbean,Latin American,313.4412,1387.2033,26.367,3.5126
91806,Caribbean,Rest Caribbean,Latin American,43.2706,1419.2288,13.7823,143.0471
91807,Caribbean,Rest Caribbean,Latin American,69.076,1320.1512,28.1586,116.1049
91808,Caribbean,Rest Caribbean,Latin American,94.7114,1480.919,186.2075,38.3795
91809,Caribbean,Rest Caribbean,Latin American,253.2576,2671.2118,44.9241,184.2161
91810,Caribbean,Rest Caribbean,Latin American,79.2589,1437.2553,117.9509,73.6746
91811,Caribbean,Rest Caribbean,Latin American,478.956,3408.693,66.9882,143.9094
91812,Caribbean,Rest Caribbean,Latin American,3605.8592,780771.595,40219.3212,67346.094
91813,Caribbean,Rest Caribbean,Latin American,90.7358,1148.8305,25.6349,80.2853
91814,Caribbean,Rest Caribbean,Latin American,23.7697,432.51,45.7199,16.681
91815,Caribbean,Rest Caribbean,Latin American,0,196.462,0,0
91816,Caribbean,Rest Caribbean,Latin American,9.8652,880.0121,46.9644,73.4784
91817,Caribbean,Rest Caribbean,Latin American,799.5891,6148.6907,83.1147,307.6003
91818,Caribbean,Rest Caribbean,Latin American,784.6027,4127.71,14.4775,119.3705
91819,Caribbean,Rest Caribbean,Latin American,364.4939,4162.0346,73.2441,287.363
91820,Caribbean,Rest Caribbean,Latin American,257.8795,1358.956,20.567,34.8001
91821,Caribbean,Rest Caribbean,Latin American,6.5773,385.9375,1.4091,40.6687
91822,Caribbean,Rest Caribbean,Latin American,106.5004,24439.1117,534.7791,2433.6735
91823,Caribbean,Rest Caribbean,Latin American,65.8657,518.202,9.2583,28.5711
91824,Caribbean,Rest Caribbean,Latin American,430.4073,4460.0739,127.7637,247.8626
91825,Caribbean,Rest Caribbean,Latin American,3.5238,120.42,16.824,3.9876
91826,Caribbean,Rest Caribbean,Latin American,103.0284,680.03,12.5523,29.4657
91827,Caribbean,Rest Caribbean,Latin American,37.988,3468.6578,290.7824,243.3537
91828,Caribbean,Rest Caribbean,Latin American,59.9911,1159.4761,167.0321,28.431
91829,Caribbean,Rest Caribbean,Latin American,3612.0735,15048.7812,371.7635,84.0856
91830,Caribbean,Rest Caribbean,Latin American,32.8344,1798.7497,273.3373,58.3302
91831,Caribbean,Rest Caribbean,Latin American,0,50.4333,11.22,0.2833
91832,Caribbean,Rest Caribbean,Latin American,23.0456,502.5445,20.1495,41.0887
91833,Caribbean,Rest Caribbean,Latin American,179.1814,2121.0293,43.9361,138.6465
91834,Caribbean,Rest Caribbean,Latin American,288.8096,1879.174,94.6409,45.1485
91835,Caribbean,Rest Caribbean,Latin American,2.387,57.5207,11.3391,0.3031
91836,Caribbean,Rest Caribbean,Latin American,69.6006,304.2435,4.6961,4.1703
91837,Caribbean,Rest Caribbean,Latin American,15.714,745.4676,100.4462,31.0667
91838,Caribbean,Rest Caribbean,Latin American,87.4591,443.5435,13.9313,10.6965
91839,Caribbean,Rest Caribbean,Latin American,69.3833,1595.414,141.1576,82.4475
91840,Caribbean,Rest Caribbean,Latin American,343.8107,1878.4988,97.2602,9.1215
91841,Caribbean,Rest Caribbean,Latin American,9.3494,1601.2075,189.7563,86.7998
91842,Caribbean,Rest Caribbean,Latin American,92.8663,685.056,17.6718,28.9014
91843,Caribbean,Rest Caribbean,Latin American,54.5505,16467.0292,363.5358,1646.142
91844,Caribbean,Rest Caribbean,Latin American,372.0214,2259.6679,135.099,33.3138
91845,Caribbean,Rest Caribbean,Latin American,229.1228,1641.5136,8.2399,85.7811
91846,Caribbean,Rest Caribbean,Latin American,42.6888,977.1071,182.3227,5.5572
91847,Caribbean,Rest Caribbean,Latin American,30.5222,124.93,2.7012,0.8552
91848,Caribbean,Rest Caribbean,Latin American,86.0002,1621.2406,221.5595,41.1879
91849,Caribbean,Rest Caribbean,Latin American,133.6116,651.06,7.9386,16.7262
91850,Caribbean,Rest Caribbean,Latin American,338.5197,2014.64,32.5488,64.7748
91851,Caribbean,Rest Caribbean,Latin American,120.5276,909.8,21.9813,43.7266
91852,Caribbean,Rest Caribbean,Latin American,18.0748,108.55,2.2208,0.3034
91853,Caribbean,Rest Caribbean,Latin American,131.9978,2103.5339,167.0983,97.7039
91854,Caribbean,Rest Caribbean,Latin American,182.7353,716.13,5.7118,1.7522
91855,Caribbean,Rest Caribbean,Latin American,143.7546,1179.0237,49.6137,46.3589
91856,Caribbean,Rest Caribbean,Latin American,14.674,604.8275,13.1712,55.734
91857,Caribbean,Rest Caribbean,Latin American,44.3494,544.1838,0.1127,42.1103
91858,Caribbean,Rest Caribbean,Latin American,14.01,3382.4525,424.8265,169.1127
91859,Caribbean,Rest Caribbean,Latin American,60.3303,3644.1892,389.6528,196.5394
91860,Caribbean,Rest Caribbean,Latin American,30.2912,537.6811,11.1007,40.9094
91861,Caribbean,Rest Caribbean,Latin American,176.374,1536.1117,111.272,45.5443
91862,Caribbean,Rest Caribbean,Latin American,57.9015,3402.6496,381.3965,182.4284
91863,Caribbean,Rest Caribbean,Latin American,13.941,301.1983,47.1033,6.1143
91864,Caribbean,Rest Caribbean,Latin American,137.2038,678.43,10.3583,16.3256
91865,Caribbean,Rest Caribbean,Latin American,27.3458,424.4235,71.4861,2.3451
91866,Caribbean,Rest Caribbean,Latin American,707.2049,3455.537,108.4181,21.8329
91867,Caribbean,Rest Caribbean,Latin American,20.8476,764.2676,94.3115,32.9055
91868,Caribbean,Rest Caribbean,Latin American,7.36,150.138,0.8215,13.6196
91869,Caribbean,Rest Caribbean,Latin American,23.608,296.2408,2.7604,22.9719
91870,Caribbean,Rest Caribbean,Latin American,92.876,2229.38,56.502,190.612
91871,Caribbean,Rest Caribbean,Latin American,222.9917,1554.26,35.5618,55.6146
91872,Caribbean,Rest Caribbean,Latin American,95.6937,1355.6821,93.9242,77.1495
91873,Caribbean,Rest Caribbean,Latin American,147.4986,2703.2951,130.8831,176.6247
91874,Caribbean,Rest Caribbean,Latin American,186.429,1333.9771,27.9726,55.9879
91875,Caribbean,Rest Caribbean,Latin American,59.285,1873.334,39.7045,177.0512
91876,Caribbean,Rest Caribbean,Latin American,163.9919,1487.9385,47.223,89.7195
91877,Caribbean,Rest Caribbean,Latin American,60.0366,237.976,3.4592,0.4416
91878,Caribbean,Rest Caribbean,Latin American,389.3427,2460.85,40.2912,81.6153
91879,Caribbean,Rest Caribbean,Latin American,34.2207,492.041,4.2442,41.5923
91880,Caribbean,Rest Caribbean,Latin American,196.419,774.955,8.3642,1.9266
91881,Caribbean,Rest Caribbean,Latin American,56.2088,324.5816,14.5663,9.6507
91882,Caribbean,Rest Caribbean,Latin American,110.8639,1101.6011,11.7032,71.353
91883,Caribbean,Rest Caribbean,Latin American,19.8323,169.3471,14.2816,3.2503
91884,Caribbean,Rest Caribbean,Latin American,10.7657,179.3,2.1677,14.901
91885,Caribbean,Rest Caribbean,Latin American,375.5778,3340.6662,126.6768,165.712
91886,Caribbean,Rest Caribbean,Latin American,160.2125,2034.7448,139.3616,92.2563
91887,Caribbean,Rest Caribbean,Latin American,177.4281,1526.036,44.5717,71.978
91888,Caribbean,Rest Caribbean,Latin American,4.209,63.8533,11.4335,0.4297
91889,Caribbean,Rest Caribbean,Latin American,3.7705,427.4107,32.0009,25.5962
91890,Caribbean,Rest Caribbean,Latin American,742.0133,4433.1364,46.9037,158.7656
91891,Caribbean,Rest Caribbean,Latin American,133.4834,673.1276,25.8669,7.101
91892,Caribbean,Rest Caribbean,Latin American,32.846,541.3818,4.6888,47.6384
91893,Caribbean,Rest Caribbean,Latin American,42.781,574.3005,53.0325,23.3255
91894,Caribbean,Rest Caribbean,Latin American,30.0556,270.0165,15.749,10.4956
91895,Caribbean,Rest Caribbean,Latin American,307.099,1722.9145,41.6962,35.822
91896,Caribbean,Rest Caribbean,Latin American,56.5988,964.6944,9.7892,86.2244
91897,Caribbean,Rest Caribbean,Latin American,426.4682,3272.378,47.1232,161.8544
91898,Caribbean,Rest Caribbean,Latin American,25.2341,684.5747,17.5267,58.4197
91899,Caribbean,Rest Caribbean,Latin American,28.9016,697.794,108.9592,14.2943
91900,Caribbean,Rest Caribbean,Latin American,17.6291,1154.0889,147.0624,54.0477
91901,Caribbean,Rest Caribbean,Latin American,299.7517,2831.1345,138.1554,136.2916
91902,Caribbean,Rest Caribbean,Latin American,374.3362,2089.9953,98.7321,25.6664
91903,Caribbean,Rest Caribbean,Latin American,178.7009,1125.56,67.917,18.6657
91904,Caribbean,Rest Caribbean,Latin American,198.4798,1966.443,56.1233,111.2629
91905,Caribbean,Rest Caribbean,Latin American,139.1118,5036.9023,411.4854,301.5817
91906,Caribbean,Rest Caribbean,Latin American,12.184,283.2,2.664,26.792
91907,Caribbean,Rest Caribbean,Latin American,14.1372,222.7492,2.3796,10.5398
91908,Caribbean,Rest Caribbean,Latin American,40.0018,196.3942,3.2706,5.4801
91909,Caribbean,Rest Caribbean,Latin American,491.9895,2804.8682,67.0196,68.5098
91910,Caribbean,Rest Caribbean,Latin American,28.4001,446.264,12.5411,35.51
91911,Caribbean,Rest Caribbean,Latin American,65.4616,16267.34,372.269,1611.197
91912,Caribbean,Rest Caribbean,Latin American,205.3365,865.3832,12.2951,3.2042
91913,Caribbean,Rest Caribbean,Latin American,315.971,1755.4106,114.2423,9.23
91914,Caribbean,Rest Caribbean,Latin American,314.9365,1262.0958,5.5458,2.2173
91915,Caribbean,Rest Caribbean,Latin American,121.7365,3016.666,74.6233,267.5305
91916,Caribbean,Rest Caribbean,Latin American,104.9689,4525.9118,384.7894,279.6542
91917,Caribbean,Rest Caribbean,Latin American,485.8784,4485.81,101.8183,249.7184
91918,Caribbean,Rest Caribbean,Latin American,106.0082,1044.2414,23.6691,61.5255
91919,Caribbean,Rest Caribbean,Latin American,,,,
91920,Caribbean,Rest Caribbean,Latin American,210.2574,824.074,9.5545,3.0865
91921,Caribbean,Rest Caribbean,Latin American,174.6252,827.64,19.2888,8.4132
91922,Caribbean,Rest Caribbean,Latin American,70.3408,1263.128,11.7373,110.16
91923,Caribbean,Rest Caribbean,Latin American,4.6267,96.2392,2.9567,0.1388
91924,Caribbean,Rest Caribbean,Latin American,3.9992,19.762,1.0516,0.6841
91925,Caribbean,Rest Caribbean,Latin American,62.8045,959.3362,50.4894,58.5617
91926,Caribbean,Rest Caribbean,Latin American,224.782,8449.8271,420.9586,636.4894
91927,Caribbean,Rest Caribbean,Latin American,3.7254,853.554,1.6105,92.8976
91928,Caribbean,Rest Caribbean,Latin American,127.4734,715.1087,20.146,20.4386
91929,Caribbean,Rest Caribbean,Latin American,236.3475,1952.6258,43.9991,101.9903
91930,Caribbean,Rest Caribbean,Latin American,148.3367,580.4125,8.4613,1.9731
91931,Caribbean,Rest Caribbean,Latin American,36.4005,2132.2437,102.5105,176.8967
91932,Caribbean,Rest Caribbean,Latin American,10.2358,51.67,0.5082,0.0847
91933,Caribbean,Rest Caribbean,Latin American,408.1557,1588.2731,2.4329,3.4333
91934,Caribbean,Rest Caribbean,Latin American,247.7729,1653.014,51.8659,58.7955
91935,Caribbean,Rest Caribbean,Latin American,26.0462,268.2365,7.4882,15.1844
91936,Caribbean,Rest Caribbean,Latin American,364.8137,1667.5208,42.7321,12.8152
91937,Caribbean,Rest Caribbean,Latin American,33.2773,385.0104,5.3912,28.6277
91938,Caribbean,Rest Caribbean,Latin American,39.6067,3455.2115,255.7019,247.2827
91939,Caribbean,Rest Caribbean,Latin American,180.4131,1917.72,52.2396,121.3733
91940,Caribbean,Rest Caribbean,Latin American,220.3882,1216.3006,69.5161,10.858
91941,Caribbean,Rest Caribbean,Latin American,78.8608,1000.0798,109.0783,24.9403
91942,Caribbean,Rest Caribbean,Latin American,9.297,658.7338,75.3431,34.5533
91943,Caribbean,Rest Caribbean,Latin American,693.1442,3544.0046,58.5947,67.1011
91944,Caribbean,Rest Caribbean,Latin American,867.9047,5199.4601,35.3802,228.0698
91945,Caribbean,Rest Caribbean,Latin American,175.2395,1178.6008,68.5093,26.2666
91946,Caribbean,Rest Caribbean,Latin American,23.5913,97.4627,3.4239,1.3099
91947,Caribbean,Rest Caribbean,Latin American,211.3311,936.0603,22.1178,1.8216
91948,Caribbean,Rest Caribbean,Latin American,26.9413,117.8093,3.2512,1.2755
91949,Caribbean,Rest Caribbean,Latin American,24.1659,2324.755,46.4654,228.0974
91950,Caribbean,Rest Caribbean,Latin American,20.0027,106.6,3.3367,1.664
91951,Caribbean,Rest Caribbean,Latin American,71.2243,409.3837,5.0689,15.3086
91952,Caribbean,Rest Caribbean,Latin American,24.368,566.4,5.328,53.584
91953,Caribbean,Rest Caribbean,Latin American,288.9948,1893.643,22.1511,75.5111
91954,Caribbean,Rest Caribbean,Latin American,24.0317,225.6455,9.6396,10.1732
91955,Caribbean,Rest Caribbean,Latin American,253.5426,1449.405,85.0718,14.7143
91956,Caribbean,Rest Caribbean,Latin American,169.0026,3596.03,440.1822,120.1348
91957,Caribbean,Rest Caribbean,Latin American,28.9835,122.05,1.318,0.398
91958,Caribbean,Rest Caribbean,Latin American,30.7421,326.0567,43.5733,2.8342
91959,Caribbean,Rest Caribbean,Latin American,62.899,562.941,8.8686,35.563
91960,Caribbean,Rest Caribbean,Latin American,131.371,3933.1775,96.0976,351.0778
91961,Caribbean,Rest Caribbean,Latin American,51.0633,1309.8413,192.8257,33.0739
91962,Caribbean,Rest Caribbean,Latin American,31.2725,601.031,40.7855,34.5199
91963,Caribbean,Rest Caribbean,Latin American,203.4357,1052.6622,29.656,15.2974
91964,Caribbean,Rest Caribbean,Latin American,187.8179,2756.1709,23.6045,230.2957
91965,Caribbean,Rest Caribbean,Latin American,352.9109,3886.4169,224.4854,178.7663
91966,Caribbean,Rest Caribbean,Latin American,26.9576,830.9024,105.1022,35.3278
91967,Caribbean,Rest Caribbean,Latin American,1575.1606,6276.705,64.3779,43.4433
91968,Caribbean,Rest Caribbean,Latin American,227.18,3006.5508,249.0274,136.1017
91969,Caribbean,Rest Caribbean,Latin American,207.9974,1378.26,31.8672,45.8412
91970,Caribbean,Rest Caribbean,Latin American,8.5215,67.6446,7.4756,0.2697
91971,Caribbean,Rest Caribbean,Latin American,187.4809,740.9908,9.2357,3.4491
91972,Caribbean,Rest Caribbean,Latin American,15.2968,306.3528,24.9095,17.1908
91973,Caribbean,Rest Caribbean,Latin American,,,,
91974,Caribbean,Rest Caribbean,Latin American,279.8288,1932.6638,40.736,75.966
91975,Caribbean,Rest Caribbean,Latin American,688.491,3585.75,61.6105,63.1425
91976,Caribbean,Rest Caribbean,Latin American,279.0503,1735.766,62.4165,50.8482
91977,Caribbean,Rest Caribbean,Latin American,220.5662,1352.6974,52.6796,32.4429
91978,Caribbean,Rest Caribbean,Latin American,406.8165,2688.409,33.5937,102.3165
91979,Caribbean,Rest Caribbean,Latin American,822.7725,4259.3805,59.8078,90.5639
91980,Caribbean,Rest Caribbean,Latin American,57.059,2119.3172,66.8185,197.8568
91981,Caribbean,Rest Caribbean,Latin American,472.7932,2407.9306,127.6536,8.7902
91982,Caribbean,Rest Caribbean,Latin American,151.197,604.485,0,0
91983,Caribbean,Rest Caribbean,Latin American,158.9216,938.6441,18.6513,27.8942
91984,Caribbean,Rest Caribbean,Latin American,24.5794,1357.5967,125.1456,83.4694
91985,Caribbean,Rest Caribbean,Latin American,13.6887,5032.4446,819.9966,164.0886
91986,Caribbean,Rest Caribbean,Latin American,126.7428,9190.3158,802.8899,584.069
91987,Caribbean,Rest Caribbean,Latin American,892.6981,6684.0248,32.9907,343.1556
91988,Caribbean,Rest Caribbean,Latin American,229.0033,1374.1975,19.2215,47.9733
91989,Caribbean,Rest Caribbean,Latin American,321.8007,2118.34,70.2327,61.2582
91990,Caribbean,Rest Caribbean,Latin American,157.3291,877.925,50.4754,9.3128
91991,Caribbean,Rest Caribbean,Latin American,464.7273,4654.9005,65.899,294.767
91992,Caribbean,Rest Caribbean,Latin American,1138.1694,5653.5875,235.4705,21.9986
91993,Caribbean,Rest Caribbean,Latin American,19.092,281.624,9.136,11.3217
91994,Caribbean,Rest Caribbean,Latin American,525.7249,2558.7844,97.0347,7.3485
91995,Caribbean,Rest Caribbean,Latin American,183.3612,729.7558,6.5897,2.9
91996,Caribbean,Rest Caribbean,Latin American,1047.9433,4810.0784,121.7901,42.6174
91997,Caribbean,Rest Caribbean,Latin American,14.8593,295.5281,1.0821,27.2516
91998,Caribbean,Rest Caribbean,Latin American,120.999,1720.9254,41.2836,130.7258
91999,Caribbean,Rest Caribbean,Latin American,36.9054,162.5846,4.4914,2.416
92000,Caribbean,Rest Caribbean,Latin American,211.3256,1951.127,34.801,125.1089
92001,Caribbean,Rest Caribbean,Latin American,,,,
92002,Caribbean,Rest Caribbean,Latin American,42.0244,619.8166,13.0599,47.0878
92003,Caribbean,Rest Caribbean,Latin American,83.9588,345.6642,2.3508,0.4818
92004,Caribbean,Rest Caribbean,Latin American,11.4713,519.6465,0.8611,54.163
92005,Caribbean,Rest Caribbean,Latin American,22.8877,5439.7156,424.1937,396.1364
92006,Caribbean,Rest Caribbean,Latin American,115.6214,464.9058,11.1818,1.816
92007,Caribbean,Rest Caribbean,Latin American,35.4037,278.1904,5.4519,14.4264
92008,Caribbean,Rest Caribbean,Latin American,193.3553,1492.7111,108.6608,33.228
92009,Caribbean,Rest Caribbean,Latin American,24.9293,99.6302,1.3636,0.6288
92010,Caribbean,Rest Caribbean,Latin American,25.6111,102.0283,0.0486,0.0132
92011,Caribbean,Rest Caribbean,Latin American,114.3768,3087.5235,85.2877,259.2747
92012,Caribbean,Rest Caribbean,Latin American,322.1121,1633.6949,31.0138,26.0825
92013,Caribbean,Rest Caribbean,Latin American,37.117,1471.3039,191.8214,58.5479
92014,Caribbean,Rest Caribbean,Latin American,158.6195,657.5962,8.5241,4.4144
92015,Caribbean,Rest Caribbean,Latin American,250.3613,3823.5633,212.3281,223.004
92016,Caribbean,Rest Caribbean,Latin American,2.9513,14.155,0.9444,0.2736
92017,Caribbean,Rest Caribbean,Latin American,15.5907,675.7348,125.2276,9.3474
92018,Caribbean,Rest Caribbean,Latin American,33.9441,431.5553,18.1645,27.8823
92019,Caribbean,Rest Caribbean,Latin American,69.1271,2427.932,57.6247,229.8984
92020,Caribbean,Rest Caribbean,Latin American,7.7685,121.4668,4.6689,2.6321
92021,Caribbean,Rest Caribbean,Latin American,323.7833,1723.855,25.8465,35.9388
92022,Caribbean,Rest Caribbean,Latin American,36.707,431.4565,10.777,28.9868
92023,Caribbean,Rest Caribbean,Latin American,220.1236,3657.4279,174.6361,232.8208
92024,Caribbean,Rest Caribbean,Latin American,53.025,204.1168,4.5359,0.4536
92025,Caribbean,Rest Caribbean,Latin American,343.1405,2539.4513,140.8375,64.5451
92026,Caribbean,Rest Caribbean,Latin American,181.5786,796.8946,13.317,2.4842
92027,Caribbean,Rest Caribbean,Latin American,446.6318,3441.8524,45.2636,172.0188
92028,Caribbean,Rest Caribbean,Latin American,38.4597,778.738,9.6748,69.5484
92029,Caribbean,Rest Caribbean,Latin American,22.3614,2159.7535,120.5863,174.5901
92030,Caribbean,Rest Caribbean,Latin American,9.1824,191.6318,5.4407,10.0058
92031,Caribbean,Rest Caribbean,Latin American,85.3311,902.5157,103.7904,18.0946
92032,Caribbean,Rest Caribbean,Latin American,607.4249,3058.894,44.8355,46.2591
92033,Caribbean,Rest Caribbean,Latin American,12.8796,176.4335,10.2469,10.2706
92034,Caribbean,Rest Caribbean,Latin American,106.5256,750.4813,61.3994,11.8973
92035,Caribbean,Rest Caribbean,Latin American,32.8631,1727.2008,238.8966,70.9407
92036,Caribbean,Rest Caribbean,Latin American,120.6477,2359.2303,199.6975,124.7473
92037,Caribbean,Rest Caribbean,Latin American,22.2169,87.717,0.3419,0.1222
92038,Caribbean,Rest Caribbean,Latin American,256.3398,1276.0105,17.7413,29.119
92039,Caribbean,Rest Caribbean,Latin American,7.2972,55.2672,5.8141,0.2097
92040,Caribbean,Rest Caribbean,Latin American,64.1565,2149.7707,372.5163,38.8853
92041,Caribbean,Rest Caribbean,Latin American,62.9407,1133.4611,13.1399,100.1939
92042,Caribbean,Rest Caribbean,Latin American,115.0802,5928.5921,340.3847,463.5807
92043,Caribbean,Rest Caribbean,Latin American,22.1619,122.2585,5.5724,5.0208
92044,Caribbean,Rest Caribbean,Latin American,295.3469,1660.0993,43.6276,33.0122
92045,Caribbean,Rest Caribbean,Latin American,0,445,99,2.5
92046,Caribbean,Rest Caribbean,Latin American,431.3354,2175.9768,29.4693,51.6596
92047,Caribbean,Rest Caribbean,Latin American,66.4359,392.7598,6.1044,14.672
92048,Caribbean,Rest Caribbean,Latin American,32.3019,135.45,0.9277,0.5791
92049,Caribbean,Rest Caribbean,Latin American,19.565,851.4,143.887,19.32
92050,Caribbean,Rest Caribbean,Latin American,198.285,2015.9612,25.8159,131.4931
92051,Caribbean,Rest Caribbean,Latin American,164.5248,1957.354,44.45,146.05
92052,Caribbean,Rest Caribbean,Latin American,560.0702,2841.862,45.832,45.9943
92053,Caribbean,Rest Caribbean,Latin American,10.009,122.4447,1.916,9.3527
92054,Caribbean,Rest Caribbean,Latin American,558.2856,3859.495,74.4532,161.4362
92055,Caribbean,Rest Caribbean,Latin American,8.0786,37.4486,1.4902,0.4539
92056,Caribbean,Rest Caribbean,Latin American,15.9197,1078.9311,51.5281,90.7586
92057,Caribbean,Rest Caribbean,Latin American,79.7714,329.415,2.952,1.599
92058,Caribbean,Rest Caribbean,Latin American,179.001,1335.01,18.0975,66.0945
92059,Caribbean,Rest Caribbean,Latin American,267.5799,3080.3715,160.6356,153.8591
